Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,2367.481234,44.85,-100.32,296.47,77.67,0,0,0,0,2686.151234
2,00:15-00:30,2344.297596,44.85,-96.93,296.47,77.67,0,0,0,0,2666.357596
3,00:30-00:45,2344.297596,44.85,-93.06,296.47,77.67,0,0,0,0,2670.227596
4,00:45-01:00,2218.71085,44.85,-89.18,296.47,77.67,0,0,0,0,2548.52085
5,01:00-01:15,2202.255767,44.85,-85.29,296.47,79.59,0,0,0,0,2537.875767
6,01:15-01:30,1880.630308,44.85,-81.42,296.47,79.59,0,0,0,0,2220.120308
7,01:30-01:45,1720.855753,44.85,-79.92,296.47,79.59,0,0,0,0,2061.845753
8,01:45-02:00,2002.743033,44.85,-79.92,296.47,79.59,0,0,0,0,2343.733033
9,02:00-02:15,2201.663979,44.85,-79.92,296.47,79.59,0,0,0,0,2542.653979
10,02:15-02:30,2201.339469,44.85,-79.92,296.47,79.59,0,0,0,0,2542.329469
11,02:30-02:45,2201.339469,44.85,-79.92,296.47,79.59,0,0,0,0,2542.329469
12,02:45-03:00,2201.339469,44.85,-79.92,296.47,79.4,0,0,0,0,2542.139469
13,03:00-03:15,1746.218344,44.85,-79.92,296.47,79.4,0,0,0,0,2087.018344
14,03:15-03:30,1745.358056,44.85,-79.92,296.47,79.4,0,0,0,0,2086.158056
15,03:30-03:45,1377.83896,44.85,-79.92,296.47,79.4,0,0,0,0,1718.63896
16,03:45-04:00,1533.24598,44.85,-79.92,296.47,79.4,0,0,0,0,1874.04598
17,04:00-04:15,1663.657964,44.85,-79.92,296.47,79.4,0,0,0,0,2004.457964
18,04:15-04:30,1650.50359,44.85,-79.92,296.47,79.4,0,0,0,0,1991.30359
19,04:30-04:45,1646.948129,44.85,-79.92,296.47,79.11,0,0,0,0,1987.458129
20,04:45-05:00,1663.778274,44.85,-79.92,296.47,79.11,0,0,0,0,2004.288274
21,05:00-05:15,1660.249291,44.85,-79.92,296.47,43.94,0,0,0,0,1965.589291
22,05:15-05:30,1758.345361,44.85,-79.92,296.47,77.18,0,0,0,0,2096.925361
23,05:30-05:45,1961.506186,44.85,-79.92,322.91,77.18,0,0,0,0,2326.526186
24,05:45-06:00,2496.002562,44.85,-79.92,349.35,75.45,0,0,0,0,2885.732562
25,06:00-06:15,2837.207072,44.85,420.86,375.79,67.74,0,0,0,0,3746.447072
26,06:15-06:30,2928.556297,44.85,420.86,375.79,67.55,0,0,0,0,3837.606297
27,06:30-06:45,2980.341979,44.85,709.94,375.79,-195.22,0,0,0,0,3915.701979
28,06:45-07:00,2958.534374,44.85,709.94,375.79,-242.36,0,0,0,0,3846.754374
29,07:00-07:15,2917.693566,44.85,709.94,375.72,-350.62,0,0,0,0,3697.583566
30,07:15-07:30,2857.998554,44.85,709.94,374.7,-131.65,0,0,0,0,3855.838554
31,07:30-07:45,2754.558581,44.85,709.94,344.22,2.22,0,0,0,0,3855.788581
32,07:45-08:00,2654.196714,44.85,709.94,307,2.22,0,0,0,0,3718.206714
33,08:00-08:15,2779.482303,44.85,709.94,270.42,0,0,0,0,0,3804.692303
34,08:15-08:30,2780.755905,44.85,709.94,253.5,0,0,0,0,0,3789.045905
35,08:30-08:45,2779.916266,44.85,709.94,229.72,0,0,0,0,0,3764.426266
36,08:45-09:00,2753.743539,44.85,709.94,203.96,0,0,0,0,0,3712.493539
37,09:00-09:15,2744.781921,44.85,582.85,174.52,0,0,0,0,0,3547.001921
38,09:15-09:30,2614.584507,44.85,582.85,146.77,0,0,0,0,0,3389.054507
39,09:30-09:45,2393.280947,44.85,582.85,120.69,0,0,0,0,0,3141.670947
40,09:45-10:00,2353.628112,44.85,582.85,93.13,0,0,0,0,0,3074.458112
41,10:00-10:15,2271.355354,44.85,582.85,66.94,0,0,0,0,0,2965.995354
42,10:15-10:30,2238.383151,44.85,582.85,38.15,0,0,0,0,0,2904.233151
43,10:30-10:45,2238.383151,44.85,582.85,20.01,0,0,0,0,0,2886.093151
44,10:45-11:00,2238.383151,44.85,582.85,7.26,0,0,0,0,0,2873.343151
45,11:00-11:15,2238.599491,44.85,293.77,-9.04,547.32,0,0,0,0,3115.499491
46,11:15-11:30,2253.460124,44.85,293.77,-31.07,1055.14,0,0,0,0,3616.150124
47,11:30-11:45,2229.850376,44.85,293.77,-46.76,986.73,0,0,0,0,3508.440376
48,11:45-12:00,2461.757615,44.85,293.77,-67.92,948.18,0,0,0,0,3680.637615
49,12:00-12:15,2558.088963,44.85,363.53,-76.86,883.62,0,0,0,0,3773.228963
50,12:15-12:30,2551.294956,44.85,363.53,-78.39,794.97,0,0,0,0,3676.254956
51,12:30-12:45,2469.461268,44.85,363.53,-77.23,704.39,0,0,0,0,3505.001268
52,12:45-13:00,2252.508317,44.85,363.53,-78.29,710.17,0,0,0,0,3292.768317
53,13:00-13:15,2236.961932,44.85,363.53,-74.57,779.75,0,0,0,0,3350.521932
54,13:15-13:30,2280.227108,44.85,363.53,-76.64,706.03,0,0,0,0,3317.997108
55,13:30-13:45,2370.122039,44.85,363.53,-68.17,751.32,0,0,0,0,3461.652039
56,13:45-14:00,2468.643314,44.85,363.53,-56.57,812.99,0,0,0,0,3633.443314
57,14:00-14:15,2257.590145,44.85,363.53,-47.76,847.22,0,0,0,0,3465.430145
58,14:15-14:30,2166.930597,44.85,363.53,-32.49,789.86,0,0,0,0,3332.680597
59,14:30-14:45,2147.615602,44.85,363.53,-14.03,848.64,0,0,0,0,3390.605602
60,14:45-15:00,2130.887657,44.85,363.53,-4.32,802.39,0,0,0,0,3337.337657
61,15:00-15:15,2426.931051,44.85,363.53,15.24,879.48,0,0,0,0,3730.031051
62,15:15-15:30,2500.647998,41.95,363.53,43.17,945,0,0,0,0,3894.297998
63,15:30-15:45,2476.048254,44.85,363.53,68.9,936.33,0,0,0,0,3889.658254
64,15:45-16:00,2485.663688,44.85,363.53,91.23,983.35,0,0,0,0,3968.623688
65,16:00-16:15,2367.093233,44.85,373.75,116.93,1014.09,0,0,0,0,3916.713233
66,16:15-16:30,2275.643496,44.85,373.75,141.74,1014.19,0,0,0,0,3850.173496
67,16:30-16:45,2152.433124,44.85,373.75,170.32,900.44,0,0,0,0,3641.793124
68,16:45-17:00,2067.144617,42.71,373.75,204.02,807.5,0,0,0,0,3495.124617
69,17:00-17:15,2279.900564,44.85,373.75,232.4,222.21,0,0,0,0,3153.110564
70,17:15-17:30,2420.536784,44.85,373.75,278,46.64,0,0,0,0,3163.776784
71,17:30-17:45,2523.381103,44.85,373.75,321.32,13.49,0,0,0,0,3276.791103
72,17:45-18:00,2482.403315,44.85,373.75,360.14,13.49,0,0,0,0,3274.633315
73,18:00-18:15,2226.584844,44.85,427.71,367.63,2.89,0,0,0,0,3069.664844
74,18:15-18:30,2462.225525,44.85,427.71,372.7,2.89,0,0,0,0,3310.375525
75,18:30-18:45,2575.148591,44.85,427.71,375.78,2.89,0,0,0,0,3426.378591
76,18:45-19:00,2719.078497,44.85,427.71,375.79,2.89,0,0,0,0,3570.318497
77,19:00-19:15,2602.580451,44.85,427.71,375.79,2.89,0,0,0,0,3453.820451
78,19:15-19:30,2570.938901,44.85,427.71,349.35,2.89,0,0,0,0,3395.738901
79,19:30-19:45,2398.317728,44.85,427.71,322.91,2.89,0,0,0,0,3196.677728
80,19:45-20:00,2033.594867,44.85,427.71,296.47,2.89,0,0,0,0,2805.514867
81,20:00-20:15,2022.522619,44.85,427.71,296.47,-496.49,0,0,0,0,2295.062619
82,20:15-20:30,1759.832119,44.85,427.71,296.47,-797.47,0,0,0,0,1731.392119
83,20:30-20:45,1762.759593,44.85,427.71,296.47,-645.06,0,0,0,0,1886.729593
84,20:45-21:00,1529.535753,44.85,427.71,296.47,-629.08,0,0,0,0,1669.485753
85,21:00-21:15,1093.519754,44.85,427.71,296.47,-653.47,0,0,0,0,1209.079754
86,21:15-21:30,872.433302,44.85,427.71,296.47,-43.2,0,0,0,0,1598.263302
87,21:30-21:45,1031.604829,44.85,-79.92,296.47,-82.31,0,0,0,0,1210.694829
88,21:45-22:00,1198.454757,44.85,-79.92,296.47,-134.25,0,0,0,0,1325.604757
89,22:00-22:15,1734.692737,44.85,-79.92,296.47,71.02,0,0,0,0,2067.112737
90,22:15-22:30,2031.306613,44.85,-79.92,296.47,71.02,0,0,0,0,2363.726613
91,22:30-22:45,2106.951982,44.85,-79.92,296.47,71.02,0,0,0,0,2439.371982
92,22:45-23:00,2104.491539,44.85,-79.92,296.47,71.02,0,0,0,0,2436.911539
93,23:00-23:15,1734.164243,44.85,-79.92,296.47,71.02,0,0,0,0,2066.584243
94,23:15-23:30,1726.90902,44.85,-79.92,296.47,71.02,0,0,0,0,2059.32902
95,23:30-23:45,1308.782442,44.85,-79.92,296.47,71.02,0,0,0,0,1641.202442
96,23:45-24:00,1065.643391,44.85,-79.92,296.47,71.02,0,0,0,0,1398.063391
,MWHR,52517.56837,1075.14,6447.365,5126.9275,4732.585,0,0,0,0,69899.58587
,Maximum,2980.341979,44.85,709.94,375.79,1055.14,0,0,0,0,3968.623688
,Minimum,872.433302,41.95,-100.32,-78.39,-797.47,0,0,0,0,1209.079754
,Average,2188.232016,44.7975,268.640208,213.621979,197.191042,0,0,0,0,2912.482745
