Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,2421.090066,44.85,-100.03,296.47,89.61,0,0,0,0,2751.990066
2,00:15-00:30,2421.668709,44.85,-100.03,296.47,89.61,0,0,0,0,2752.568709
3,00:30-00:45,2403.376802,44.85,-100.03,296.47,89.61,0,0,0,0,2734.276802
4,00:45-01:00,2404.013663,44.85,-100.03,296.47,89.61,0,0,0,0,2734.913663
5,01:00-01:15,2402.984817,44.85,-100.03,296.47,89.61,0,0,0,0,2733.884817
6,01:15-01:30,2403.334374,44.85,-100.03,296.47,89.61,0,0,0,0,2734.234374
7,01:30-01:45,2400.899181,44.85,-100.03,296.47,89.61,0,0,0,0,2731.799181
8,01:45-02:00,2403.172962,44.85,-100.03,296.47,89.61,0,0,0,0,2734.072962
9,02:00-02:15,2407.516618,44.85,-100.03,296.47,89.61,0,0,0,0,2738.416618
10,02:15-02:30,2390.504811,44.85,-100.03,296.47,89.61,0,0,0,0,2721.404811
11,02:30-02:45,2393.331005,44.85,-100.03,296.47,89.61,0,0,0,0,2724.231005
12,02:45-03:00,2264.462047,44.85,-100.03,296.47,89.61,0,0,0,0,2595.362047
13,03:00-03:15,2265.850449,44.85,-100.03,296.47,89.61,0,0,0,0,2596.750449
14,03:15-03:30,2265.309599,44.85,-100.03,296.47,89.61,0,0,0,0,2596.209599
15,03:30-03:45,2119.951839,44.85,-100.03,296.47,89.61,0,0,0,0,2450.851839
16,03:45-04:00,1979.522746,44.85,-100.03,296.47,89.61,0,0,0,0,2310.422746
17,04:00-04:15,1508.436827,44.85,-100.03,296.47,89.61,0,0,0,0,1839.336827
18,04:15-04:30,1511.080179,44.85,-100.03,296.47,89.61,0,0,0,0,1841.980179
19,04:30-04:45,1417.176984,44.85,-100.03,296.47,89.61,0,0,0,0,1748.076984
20,04:45-05:00,1586.260594,44.85,-100.03,296.47,89.61,0,0,0,0,1917.160594
21,05:00-05:15,1856.026768,44.85,-100.03,296.47,87.69,0,0,0,0,2185.006768
