,Unnamed: 0,Time Desc,jan1,jan2,jan3,jan4,jan5,jan6,jan7,jan8,jan9,jan10,jan11,jan12,jan13,jan14,jan15,jan16,jan17,jan18,jan19,jan20,jan21,jan22,jan23,jan24,jan25,jan26,jan27,jan28,jan29,jan30,jan31
60,60,15:00-15:15,2492.227537,2031.319737,2535.51594,2359.142081,2525.324034,2895.3467600000004,2961.737525,3174.845864,2768.3856690000002,2851.000982,3911.7739979999997,3632.7248159999995,3465.496276,3410.75915,4206.712263,3962.5945770000003,3209.7810640000002,2943.018563,3597.138121,3730.031051,2981.697811,3857.975607,3268.571352,2620.021544,2833.5375050000002,2887.394886,3419.509281,2985.052311,2969.500473,3323.934124,2632.00069
61,61,15:15-15:30,2471.052071,2050.892975,2545.0359399999998,2381.214414,2670.017289,3129.770962,2996.932607,2856.203702,2804.015908,2961.374239,3963.374551,3737.230481,3481.132276,3607.166472,4356.9292700000005,4260.753232999999,3475.7721810000003,3062.047864,3493.573417,3894.2979979999996,2354.229717,3879.702132,3263.624096,2566.770708,2920.865258,3024.001272,3148.942099,2933.981378,3105.892556,3497.5552020000005,2661.935884
62,62,15:30-15:45,2512.30856,2118.304099,2575.062599,2427.843581,2630.732156,3330.707692,2931.3726070000002,2929.268181,2875.408245,2913.0578170000003,3775.480741,3836.819825,3524.864575,3825.379196,4593.136174,4553.2740380000005,3553.5270590000005,3054.34257,3548.728319,3889.658254,2709.159303,3983.839863,3280.013491,2692.942643,2953.424032,2740.100899,3220.001175,2820.642706,3148.011909,3621.542432,2795.4271940000003
63,63,15:45-16:00,2539.125294,2192.650269,2598.412599,2449.3295329999996,2560.001153,3385.360849,3111.785657,3260.506789,3007.90213,3104.994796,3698.970997,3845.489212,3668.457721,4048.0738409999994,4751.335274,4607.318767,3705.3203359999998,3207.6755980000003,3742.6857130000003,3968.623688,3331.626722,4174.888806,3280.436932,2827.418991,3115.739988,2983.585945,3326.6583140000002,3046.9861730000002,3201.543032,3749.975836,2828.9860510000003
64,64,16:00-16:15,2785.109168,2223.108195,2613.166365,2469.566652,2826.3754719999997,3272.2369350000004,3252.288735,3476.1163880000004,3157.476646,3188.479988,3695.2941079999996,3876.278839,3427.296357,4184.102577000001,4987.600659000001,4526.158924,3777.6922630000004,3268.608712,3689.4913090000005,3916.713233,3729.233605,4203.375273,3231.370601,2249.32263,3240.502312,2862.329271,3269.333407,3035.271968,2953.728351,3670.315323,3026.1699
65,65,16:15-16:30,2600.0384,2367.033531,2717.5934899999997,2575.674399,2699.6818510000003,3278.415318,3284.443993,3720.7042030000002,3382.1833020000004,3299.877602,4021.7989700000003,3955.910915,3397.2262549999996,4231.71211,5139.983947,4324.914390999999,3728.703245,3046.828434,3787.088299,3850.173496,3874.3323659999996,4253.480372,3363.593136,2655.760438,3324.155364,3051.403989,3414.143679,3147.213017,2983.559017,3712.164753,3118.3258960000003
66,66,16:30-16:45,2633.466867,2692.6404260000004,2793.2760129999997,2659.3645149999998,2467.809691,3056.875111,2935.233022,3778.0025579999997,3465.7739880000004,3440.6941840000004,4080.4934700000003,4068.953488,3556.022176,4109.492644,5176.783209,4342.585911,3884.255386,3417.8287119999995,3851.0078670000003,3641.7931240000003,3899.8685149999997,3979.0742840000003,3505.059878,3146.702715,3372.2506479999997,3123.5616670000004,3614.284207,3206.8869170000003,3192.110078,3716.1913240000003,3157.3580899999997
67,67,16:45-17:00,2754.8170440000004,2827.85657,2898.551535,2769.4511820000002,2486.984431,3141.959477,2952.975034,3833.2733200000002,3578.2438799999995,3446.949688,4096.437166,4077.1538549999996,3530.0175950000003,3842.2487539999997,5086.933977000001,4160.424198,3775.7205719999997,3579.273914,3796.5173219999997,3495.1246170000004,4015.282102,4050.8077439999997,3502.0611369999997,3010.18553,3385.795478,3117.8648239999998,3659.980804,3077.9568289999997,3226.145725,3649.7303799999995,3113.334453
68,68,17:00-17:15,2927.378384,3047.007752,3026.2210760000003,2939.176137,2539.2410059999997,3307.801516,3077.384415,3379.44274,3089.123565,3209.1745760000003,3734.427371,3596.354268,2838.6889579999997,2924.568975,4253.38226,3338.934953,3550.514153,3355.279106,3333.7306329999997,3153.110564,3536.253201,3907.426197,3106.000297,2751.868077,2915.094898,2948.409348,3226.058343,2686.9110570000003,2713.643296,3032.829485,3051.71739
69,69,17:15-17:30,2990.869553,2956.60994,3087.420967,3005.491766,2632.731108,3313.025035,3173.152783,3268.6545730000003,3017.00097,2947.885915,3516.741386,3358.9980219999998,2946.276945,3007.880189,4336.086270000001,3342.405196,3282.631597,3064.327057,2995.422226,3163.776784,3380.281331,3545.087507,3240.376812,2754.3025620000003,3049.859474,3039.354617,3130.286495,2816.59444,2891.797525,3156.851595,3105.5286929999997
70,70,17:30-17:45,3125.924529,2763.71447,3207.281625,3104.878897,2775.550495,3332.541082,3279.643843,3063.379516,3123.330468,3050.478534,3319.27983,3344.452582,3073.161384,3209.257888,4383.699729,3254.9952949999997,3402.544794,3110.015188,3339.513143,3276.791103,3300.973689,3623.864695,3380.512808,2983.420435,3119.864145,3168.675541,3251.10053,2923.016803,3031.67338,3302.406932,3083.079568
71,71,17:45-18:00,3227.866889,2950.225018,3354.0998,3223.594122,2978.337565,3605.5551560000004,3422.43211,3423.8195020000003,3301.436104,3172.1556769999997,3379.69277,3339.972997,3237.612004,3363.169216,4048.7649659999997,3547.7848700000004,3533.1084079999996,3161.738785,3445.478934,3274.633315,3116.770462,3724.3048909999998,2963.199248,3124.7392839999998,3278.96536,3273.852179,3309.8906079999997,3076.234969,3169.777924,3461.4959280000003,3372.9035659999995
72,72,18:00-18:15,3291.765123,2972.9954199999997,3385.228125,3269.208653,3061.633911,3713.542906,3328.4888690000002,3454.525767,3352.511841,3193.694787,3416.3778469999997,3350.6538149999997,2916.785304,3308.29972,4369.379719,3942.2223799999997,3539.267982,3202.093371,3509.981841,3069.6648440000004,3316.5483870000003,3848.3357060000003,3473.646056,3217.240045,3377.5332710000002,3470.466318,3156.7980629999997,3354.732897,3146.6356170000004,3501.4346969999997,3447.1760799999997
73,73,18:15-18:30,3302.159612,2978.83857,3393.443646,3256.163964,3039.549328,3708.265064,3515.279038,3596.9777990000002,3377.021897,3234.064538,3526.6510270000003,3390.736696,2364.5420010000003,3365.4375219999997,4432.831190999999,3951.496431,3549.722956,3311.912738,3513.666815,3310.375525,3272.835572,3814.2315759999997,3627.341081,3246.6272050000002,3416.8233950000003,3526.7315399999998,3427.331352,3400.349397,3263.353396,3572.827353,3485.5801490000003
74,74,18:30-18:45,3286.1174969999997,2758.210704,3328.085345,3249.503295,2994.99413,3771.2353840000005,3491.93701,3608.660835,3376.343665,3187.355066,3505.7438939999997,3383.4538020000005,1887.343173,3331.6267550000002,4323.491784000001,4018.696494,3471.017754,3368.0168310000004,3254.1410260000002,3426.3785909999997,3274.486548,4070.7878140000003,3516.6809009999997,3226.660828,3626.3103899999996,3510.5816189999996,3405.50499,3358.31815,3410.812771,3601.845669,3468.506047
75,75,18:45-19:00,3205.815454,2643.024656,3303.477088,3172.179397,2813.185139,3474.117676,3444.354836,3450.731301,3178.981746,3133.999878,3526.9104509999997,3330.647143,2305.665709,3280.717842,4236.266875,4011.2105850000003,3633.8860640000003,3366.3560049999996,3116.358632,3570.3184969999998,3216.11492,4144.760972,3474.913442,3191.66434,3629.3475200000003,3429.077704,3347.554945,3295.6583920000003,3425.953667,3651.747249,3464.195067
76,76,19:00-19:15,3087.273229,2302.924947,2690.3328739999997,2844.343623,2639.067446,3157.070294,3341.079177,3364.564803,3198.890473,3026.275301,3442.422087,3207.930444,2605.655843,3139.87628,4273.555806,3997.5101159999995,3435.9804719999997,3292.5734,3287.349691,3453.8204509999996,3194.468206,3914.665603,3171.87408,2331.481576,3516.815976,3306.190108,3255.295929,3205.050233,3321.9585399999996,3540.0419880000004,3230.098276
77,77,19:15-19:30,2884.704954,2276.9812629999997,2517.146287,2605.880376,2472.773236,2812.1643670000003,3165.489975,2890.08695,3024.426309,2852.774843,3292.0317,3042.231313,2544.8445030000003,2999.837053,4218.092538,3710.859216,3302.599391,3206.135481,3280.062465,3395.7389009999997,3226.657759,3798.7602799999995,2739.586886,2859.481929,3342.5222489999996,3100.5706,3054.713627,3025.322176,2989.385671,3352.950738,3083.9058170000003
78,78,19:30-19:45,2816.977905,2175.544553,2307.024387,2300.64613,2381.634113,2708.301125,3016.778992,2656.587062,2869.0197359999997,2723.424466,2873.470603,2890.148611,2268.314998,2876.292119,3931.0697659999996,3612.0555799999997,3133.8404739999996,2867.615928,3097.986082,3196.677728,3065.1596440000003,3668.62875,2837.671723,2678.45635,2917.288047,2691.783181,2912.874639,2894.717266,2901.7763489999998,3226.2002899999998,3088.528287
79,79,19:45-20:00,2733.679478,2072.376992,2113.040262,1992.3489399999999,2281.155263,2678.2864050000003,2731.510038,2555.218924,2540.986415,2643.8679829999996,2536.8080170000003,2785.2307370000003,2118.3701969999997,2771.889147,3571.193472,3199.348501,3003.366686,2674.011361,2999.70883,2805.5148670000003,2797.798324,3356.8157939999996,2803.622975,2591.811404,2770.7220989999996,2759.473289,2806.082189,2798.389183,2899.522512,3119.034943,3022.7856100000004
80,80,20:00-20:15,2222.545056,1668.7953380000001,1764.147086,1652.608792,1796.5112739999997,2665.645502,2440.552711,2344.2576480000002,2378.107235,2236.153747,2433.175104,2606.328689,1648.78434,2721.452135,3101.976528,2886.665925,2966.386493,2607.120359,2424.973705,2295.0626190000003,2707.352237,3281.5982489999997,2339.449875,2499.410502,2682.790983,2625.473971,2710.071135,2429.306229,2535.525822,3064.392629,2470.5091469999998
81,81,20:15-20:30,2149.335692,1451.544772,1668.6258890000001,1444.792563,1494.042303,2630.372467,2570.6791190000004,2293.848806,2229.5804399999997,2102.414377,2373.237361,2396.866396,1002.764194,2525.699204,2855.8181870000003,2878.287636,2823.0402510000004,2434.9175920000002,2230.423645,1731.392119,2607.9450420000003,3230.8074260000003,2166.838835,2141.758879,2493.921498,2524.123207,2566.517974,2203.927122,2397.13789,2851.588315,2222.669886
82,82,20:30-20:45,1858.3491399999998,1181.705911,1451.038732,1293.3933279999999,1102.0199300000002,2608.837731,2543.38642,2068.58518,2024.5706280000002,1847.585201,2357.060809,2066.615757,918.961708,2174.677487,2586.60293,2843.649578,2280.906275,2247.160077,2015.279959,1886.729593,1918.199121,3148.45203,1996.930344,1865.882465,2306.7561309999996,2395.835419,2346.951815,2114.231239,2218.190111,2486.014773,2069.5376969999998
83,83,20:45-21:00,1775.022175,963.8105869999999,1323.524513,1342.1412779999998,1143.039002,2637.0956699999997,2534.973463,1965.1282579999997,1802.37365,1448.1268519999999,2047.0889539999998,1701.4774149999998,1050.398864,1999.0760239999997,2583.804366,2810.439578,1998.987448,2046.8679769999999,1863.980096,1669.485753,2207.4589539999997,2979.266048,1749.716591,1770.269064,1880.6058600000001,2175.57298,2107.7406149999997,1828.6244379999998,1843.640888,2104.900577,1710.346525
84,84,21:00-21:15,1838.0372760000002,1166.401411,1357.5231720000002,1472.954882,1374.405764,2647.082849,1441.786742,1518.116139,1696.8460699999998,1254.794485,1972.404694,1671.215799,799.8407559999999,1936.0500969999998,2701.1453309999997,2728.40718,2139.1828170000003,1978.32685,2070.94606,1209.0797539999999,2307.0133600000004,2952.299914,1743.3617579999998,1594.1574970000001,1899.01545,2184.773901,2110.6503989999997,1668.805302,1678.3422859999998,1889.458275,1806.5835399999999
85,85,21:15-21:30,2004.424107,1505.308595,1210.763729,1551.9610300000002,1360.8968810000001,2681.211684,1516.428214,1490.148299,1663.73607,1208.901988,1869.1597370000002,1762.476031,1697.3307559999998,1803.5847010000002,2857.470111,2622.342353,2328.602535,2277.706725,2174.038838,1598.263302,2491.792344,3135.019906,1761.742041,1645.1837449999998,1987.001732,2774.77992,2063.916001,1850.194255,1885.111354,1892.161711,1643.564257
86,86,21:30-21:45,2233.351971,1851.0842440000001,1111.1713949999998,1477.1200800000001,1178.1422699999998,2566.550032,1413.5310279999999,1518.5223460000002,1551.3492509999999,1307.665696,1676.395847,1829.8134469999998,1754.9918,1938.007309,2771.569841,2618.556759,2119.583604,2390.323766,2439.106428,1210.6948289999998,2446.768763,3229.444462,2005.029225,1938.5822219999998,2184.62419,2777.910332,2299.087266,2212.316453,1893.895737,2204.784545,1741.804522
87,87,21:45-22:00,2585.956478,1994.17863,1446.200626,1426.0981960000001,1071.213057,2505.225164,1348.0349820000001,1744.157907,1631.341718,1531.476323,1581.343451,2439.331294,1644.157122,2309.3127280000003,2810.421688,2551.7477480000002,2455.632724,1938.1274760000001,2543.522507,1325.604757,2675.035238,3161.22348,2496.307728,2519.93017,2363.793901,2778.77826,2602.921084,2278.268659,2404.12381,2716.010929,1481.134852
88,88,22:00-22:15,2718.753893,2595.035118,2221.9504460000003,2491.5669359999997,2225.55413,2521.3822800000003,1385.165469,2085.762376,1798.838107,1905.555657,1854.1792059999998,2442.0712489999996,2531.730579,2371.3269210000003,2817.806596,2301.597075,2612.019729,2476.536232,2690.931499,2067.112737,2697.9752489999996,3182.129602,2675.650657,2566.116611,2708.707119,2784.128787,2754.2207329999997,2894.918327,2489.392295,2705.9873039999998,1995.728407
89,89,22:15-22:30,2735.611055,2564.234095,2535.096064,2572.236882,2237.9138420000004,2761.345568,1889.6830690000002,2443.599976,2220.668107,2366.76079,2440.953482,2542.457211,2683.2517390000003,2590.449072,2834.449549,2646.2850719999997,2607.4553309999997,2497.5861600000003,2689.706487,2363.726613,2708.489748,3181.889936,2675.184115,2565.6828579999997,2709.2437370000002,2782.854357,2743.572229,2894.993144,2595.778991,2705.783855,2374.573353
90,90,22:30-22:45,2724.1945149999997,2566.062577,2475.520455,2573.221825,2232.192638,2737.093297,2059.4104850000003,2547.46364,2270.351788,2336.691855,2405.674348,2519.669864,2807.112277,2689.527425,2769.7104280000003,2789.924284,2595.411144,2497.801177,2694.0192,2439.371982,2704.785547,3177.4510219999997,2622.21088,2519.834315,2718.2053379999998,2782.751859,2750.873693,2872.111147,2594.8455089999998,2688.751218,2477.756252
91,91,22:45-23:00,2685.678223,2431.2004,2377.367015,2573.582429,2226.961338,2734.937778,2479.795128,2547.033217,2495.161788,2336.6764980000003,2406.858139,2519.691465,2831.7874260000003,2708.710059,2734.317161,2829.655211,2595.49703,2502.503034,2655.350799,2436.911539,2702.474549,3177.6181070000002,2613.253081,2521.495134,2687.604582,2782.533026,2736.725915,2872.2836079999997,2594.969733,2689.2330699999998,2493.636934
92,92,23:00-23:15,2665.602509,2524.701112,2272.322796,2526.9845179999998,2228.323939,2721.8672920000004,2568.4277260000003,2519.451977,2491.169373,2326.925747,2402.524599,2473.281361,2786.245386,2689.091639,2711.99631,2779.951074,2590.586627,2475.759929,2597.784752,2066.584243,2703.4854219999997,3131.34977,2603.955762,2511.900219,2681.112245,2774.015953,2744.852368,2863.766815,2585.517664,2659.787443,2481.183891
93,93,23:15-23:30,2638.68549,2522.840694,2151.985367,2525.784284,2224.243705,2726.7689219999997,2567.108759,2518.73301,2488.036906,2324.60533,2406.264988,2473.1113609999998,2758.742979,2678.733058,2699.7430449999997,2697.4905940000003,2585.926627,2618.960732,2634.313513,2059.32902,2703.160107,3131.5665059999997,2599.2190969999997,2512.008518,2680.002245,2774.23283,2732.089404,2863.3768149999996,2585.955766,2659.2638269999998,2485.186095
94,94,23:30-23:45,2614.6354899999997,2522.7506940000003,2217.225411,2525.204284,2225.093705,2723.797435,2567.708759,2519.1680760000004,2475.040807,2323.27533,2424.809155,2450.718865,2711.352979,2678.733058,2684.156547,2646.464058,2579.264367,2624.525738,2665.721295,1641.202442,2685.364962,3131.024455,2596.471164,2511.434577,2679.882245,2773.535953,2741.6900600000004,2862.896815,2585.517664,2658.770478,2488.527214
95,95,23:45-24:00,2588.813507,2523.415027,2273.926888,2525.294284,2192.441034,2723.579054,2567.708759,2518.73301,2475.763239,2326.08533,2450.94222,2453.196458,2711.745386,2677.041196,2684.156547,2620.2006760000004,2582.120655,2632.913314,2665.721295,1398.063391,2689.7534960000003,3131.024455,2596.493511,2511.434577,2680.202245,2772.76173,2739.418331,2862.7968149999997,2585.517664,2660.047148,2512.085863
