,Unnamed: 0,Time Desc,jan1,jan2,jan3,jan4,jan5,jan6,jan7,jan8,jan9,jan10,jan11,jan12,jan13,jan14,jan15,jan16,jan17,jan18,jan19,jan20,jan21,jan22,jan23,jan24,jan25,jan26,jan27,jan28,jan29,jan30,jan31
45,45,11:15-11:30,2608.726007,2759.276724,2923.6177559999996,3169.544633,2914.077814,2675.467904,2745.27864,2726.930664,2378.5409449999997,2408.17982,3842.010313,3542.628521,3138.330421,3018.42911,4156.125913,4311.883461,3148.3434239999997,2627.04963,3259.5531530000003,3616.1501240000002,4099.819958,4036.1834289999997,3428.410429,2787.008619,3096.360051,2852.045845,2920.314378,2807.07911,2551.036936,3426.217478,3440.5227210000003
46,46,11:30-11:45,2583.311966,2487.2669969999997,2580.316068,2979.8104329999996,2875.598448,2734.981243,2795.1189719999998,2466.231964,2332.6388269999998,2769.064552,3896.633164,3571.013811,3152.750421,3096.790667,4062.470097,4480.723103,3140.248666,2659.064987,3544.114736,3508.440376,4002.08798,3986.013893,3428.4807060000003,2821.261578,3099.0183239999997,2665.739035,2990.3865100000003,2765.308375,2586.694055,3374.779414,3305.557218
47,47,11:45-12:00,2579.4960140000003,2460.454354,2165.182515,2799.8304329999996,2814.566147,2669.674731,2933.514471,2403.445932,2324.488827,2712.4920850000003,3655.067972,3543.453536,3171.593198,3225.591599,3969.5460439999997,4443.787033,3178.088124,2794.811295,3641.5186840000006,3680.6376149999996,3949.52798,3974.866929,3346.838199,2774.212202,2711.4759710000003,2546.050444,3060.719273,2718.431599,2672.0455,3318.284818,3156.3541760000003
48,48,12:00-12:15,2595.983463,2407.539569,2336.511154,2619.393601,3083.594018,2814.785265,2941.355321,2597.88153,2605.180159,2558.341385,3705.650414,3581.655556,3203.8699579999998,3337.972459,4014.4634060000003,4472.78361,3183.952562,2787.958211,3688.18509,3773.2289630000005,3924.6588469999997,3948.316418,3169.823257,2615.940685,2834.711534,2385.8545649999996,2978.945459,2758.541558,2840.952114,3250.951626,3037.815897
49,49,12:15-12:30,2579.2650320000002,2406.2195690000003,2380.713138,2600.571982,3098.023119,3127.4650070000002,3126.690166,2728.319431,2739.3337699999997,2675.1662,3894.0867009999997,3554.1013729999995,3090.576125,3230.246691,4175.1666079999995,4074.5575630000003,3116.829722,2771.598211,3657.030756,3676.254956,3924.186027,3927.92392,2596.650012,2506.210545,2776.1361,2556.0722809999997,3235.319347,2954.146107,3016.164646,3321.840248,2934.19047
50,50,12:30-12:45,2575.4826940000003,2408.602149,2438.895748,2590.133601,2978.9755600000003,3311.036868,3164.041338,2683.845405,2667.953853,2741.7877719999997,3910.178422,3415.8459840000005,3111.980736,3223.494709,4091.611457,3735.283057,2469.285129,2727.145654,3656.57678,3505.001268,3931.367147,3326.016669,2932.442703,2190.281864,2821.346225,2611.197959,3295.879347,2891.904391,2871.074932,3377.656503,2805.576441
51,51,12:45-13:00,2580.549773,2240.204132,2427.587642,2481.2736010000003,2918.151478,3274.775965,2807.037269,2741.6577629999997,2723.4654809999997,2708.065734,3906.1313200000004,3415.292098,3093.9924920000003,3211.778524,4005.9377640000002,3829.663435,3020.964795,2726.871994,3652.61678,3292.768317,3934.827429,3618.792055,2923.881172,2302.9553730000002,2819.193582,2635.831339,3329.2004829999996,2618.544814,2784.1052,3389.798876,2716.301329
52,52,13:00-13:15,2621.370039,2088.669039,2346.690659,2425.950159,2767.17479,3111.69879,2701.311277,2653.809354,2772.8430670000002,2749.419742,3892.1034240000004,3453.038271,3136.7419010000003,3324.3822760000003,3876.423135,3994.539143,3007.7949559999997,2685.316569,3391.1341409999995,3350.521932,3870.062453,3695.574655,2876.99222,2325.824966,2791.2935820000002,2630.682868,3151.16183,2761.117116,2692.244792,3269.988371,2865.039068
53,53,13:15-13:30,2620.135991,1766.470636,2293.266216,2472.011177,2499.801039,2938.48627,2699.080871,2604.841931,2810.456678,2681.949224,3852.5030939999997,3375.9403409999995,3147.442869,3333.452276,3884.9182630000005,4019.6036990000002,2975.815563,2604.5402289999997,3565.528114,3317.997108,3671.762769,3644.282132,2898.371068,2352.181454,2780.2082600000003,2540.642868,3188.443154,2693.7116149999997,2699.88763,3300.186435,2882.551731
54,54,13:30-13:45,2518.257735,1764.874459,2192.239188,2417.9414920000004,2467.067751,2978.760048,2733.05619,2641.358237,2756.5906809999997,2718.492949,3874.2427549999998,3410.236943,3297.672869,3243.595071,3835.8083509999997,4172.403064,3048.328952,2517.639041,3496.685489,3461.652039,3554.430885,3658.2858439999995,2919.064687,2307.7788800000003,1615.399007,2455.359985,3142.207354,2606.499391,2525.007991,3304.3632420000004,2868.303573
55,55,13:45-14:00,2542.6184510000003,1936.250146,2402.657714,2319.531492,2362.850952,2890.913239,2727.486998,2704.433357,2494.547988,2529.353187,3926.0427549999995,3448.90109,3196.0344670000004,3289.936068,3873.1682450000003,4274.055189,2994.998952,2552.593684,3510.0956189999997,3633.443314,3568.309097,3676.62414,2862.3428329999997,2343.362565,2250.224993,2368.140887,3001.233791,2734.972443,2577.8367550000003,3254.704197,2777.7382079999998
56,56,14:00-14:15,2678.527888,2073.740198,2445.2367289999997,2296.1914890000003,2301.236346,2959.455588,2957.7159920000004,2960.8082219999997,2392.6907079999996,2740.032181,3948.37144,3413.1126719999997,3124.936874,3014.9724730000003,3957.846974,4341.288426,3044.12992,2625.476083,3527.342678,3465.4301450000003,3607.7628090000003,3623.318357,2886.448727,2136.476907,2539.3006219999997,2539.642984,3250.754204,2771.743775,2625.401201,3101.7765329999997,2690.917541
57,57,14:15-14:30,2690.7178879999997,2169.080198,2457.849967,2309.6914890000003,2300.782365,2945.210208,2934.1705469999997,3077.381833,2618.4549260000003,2686.7415969999997,4011.3824219999997,3383.7913590000003,3147.62206,3008.04116,4018.436974,4385.6960659999995,3110.117326,2686.312423,3572.0600560000003,3332.680597,3626.779989,3350.088322,2911.748473,1871.963886,2523.740907,2509.895685,3321.232239,2836.505674,2688.841201,3123.994289,2575.646183
58,58,14:30-14:45,2700.523213,2232.274539,2488.051101,2322.733957,2370.592365,2864.421961,2994.8343800000002,3143.179366,2787.768631,2770.541597,4024.930422,3443.5325049999997,3228.08206,3156.8742260000004,4095.345657,4252.302043,3173.1508059999996,2795.247848,3609.970056,3390.6056020000005,3697.7338990000003,2750.113038,2980.463266,2579.140269,2604.0098629999998,2734.304888,3429.453367,2925.541717,2703.438676,3052.688925,2500.021424
59,59,14:45-15:00,2497.7548269999998,2136.827805,2498.8364260000003,2357.395996,2474.688515,2866.909239,2974.439812,3295.518811,2864.141411,2869.478575,3970.7455219999997,3535.165651,3306.355167,3309.130106,4201.070683,4110.76254,3145.498208,2893.450405,3665.227857,3337.337657,3767.3700259999996,3566.0742590000004,3176.4102399999997,2654.5030030000003,2688.721239,2716.664888,3503.272182,2985.412081,2865.02671,3207.780483,2616.8487059999998
