Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,1264.385437,29.77,-100.03,484.33,98.85,0,0,0,0,1777.305437
2,00:15-00:30,1021.173385,29.77,-100.03,484.33,83.87,0,0,0,0,1519.113385
3,00:30-00:45,1003.242068,29.77,-100.03,484.33,-20.93,0,0,0,0,1396.382068
4,00:45-01:00,821.173571,29.77,-100.03,484.33,29.8,0,0,0,0,1265.043571
5,01:00-01:15,657.37071,29.77,-100.03,484.33,131.28,0,0,0,0,1202.72071
6,01:15-01:30,649.851682,29.77,-100.03,484.33,131.8,0,0,0,0,1195.721682
7,01:30-01:45,653.012166,29.77,-100.03,484.33,135.87,0,0,0,0,1202.952166
8,01:45-02:00,758.411211,29.77,-100.03,484.33,136.26,0,0,0,0,1308.741211
9,02:00-02:15,656.786646,29.77,-100.03,484.33,136.64,0,0,0,0,1207.496646
10,02:15-02:30,899.923523,29.77,-100.03,484.33,136.64,0,0,0,0,1450.633523
11,02:30-02:45,658.456284,29.77,-100.03,484.33,136.84,0,0,0,0,1209.366284
12,02:45-03:00,650.749706,29.77,-100.03,484.33,136.74,0,0,0,0,1201.559706
13,03:00-03:15,658.626843,29.77,-100.03,465.15,136.84,0,0,0,0,1190.356843
14,03:15-03:30,658.233098,29.77,-100.03,465.15,136.84,0,0,0,0,1189.963098
15,03:30-03:45,659.014147,29.77,-100.03,465.15,136.84,0,0,0,0,1190.744147
16,03:45-04:00,661.09919,29.77,-100.03,465.15,136.84,0,0,0,0,1192.82919
17,04:00-04:15,664.263103,29.77,-100.03,465.15,-45.26,0,0,0,0,1013.893103
18,04:15-04:30,692.54944,29.77,-100.03,465.15,-139.09,0,0,0,0,948.34944
19,04:30-04:45,722.439095,29.77,-100.03,465.15,-377.6,0,0,0,0,739.729095
20,04:45-05:00,1084.589247,29.77,-100.03,465.15,-372.1,0,0,0,0,1107.379247
21,05:00-05:15,1253.007772,29.77,-100.03,484.33,-282.65,0,0,0,0,1384.427772
22,05:15-05:30,1438.915509,29.77,-100.03,498.94,-69.15,0,0,0,0,1798.445509
23,05:30-05:45,1692.808147,29.77,-100.03,511.12,63.27,0,0,0,0,2196.938147
24,05:45-06:00,1947.940305,29.77,-100.03,537.89,132.38,0,0,0,0,2547.950305
25,06:00-06:15,2537.360438,29.77,-100.03,564.68,72.03,0,0,0,0,3103.810438
