Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,1970.864861,45.6,-79.95,296.24,117.8,0,0,0,0,2350.554861
2,00:15-00:30,1773.77275,39.16,-79.95,296.24,117.61,0,0,0,0,2146.83275
3,00:30-00:45,1511.114757,32.48,-79.95,296.24,117.42,0,0,0,0,1877.304757
4,00:45-01:00,1409.023933,30.57,-79.95,296.24,118,0,0,0,0,1773.883933
5,01:00-01:15,1285.84155,30.57,-79.95,296.24,118.96,0,0,0,0,1651.66155
6,01:15-01:30,1235.318263,30.57,-79.95,296.24,119.25,0,0,0,0,1601.428263
7,01:30-01:45,1256.133947,30.57,-79.95,296.24,119.64,0,0,0,0,1622.633947
8,01:45-02:00,1182.634741,30.57,-79.95,296.24,119.92,0,0,0,0,1549.414741
9,02:00-02:15,1190.574011,30.57,-79.95,296.24,119.83,0,0,0,0,1557.264011
10,02:15-02:30,1239.321953,30.57,-79.95,296.24,120.21,0,0,0,0,1606.391953
11,02:30-02:45,1245.353752,30.57,-79.95,296.24,120.31,0,0,0,0,1612.523752
12,02:45-03:00,1243.712784,30.57,-79.95,296.24,120.5,0,0,0,0,1611.072784
13,03:00-03:15,1232.99017,30.57,-79.95,277.19,120.5,0,0,0,0,1581.30017
14,03:15-03:30,1239.565233,30.57,-79.95,277.19,120.5,0,0,0,0,1587.875233
15,03:30-03:45,1247.321513,30.57,-79.95,277.19,120.5,0,0,0,0,1595.631513
16,03:45-04:00,1246.269988,30.57,-79.95,277.19,120.5,0,0,0,0,1594.579988
17,04:00-04:15,1184.703649,30.57,-79.95,277.19,120.5,0,0,0,0,1533.013649
18,04:15-04:30,995.585814,30.57,-79.95,277.19,120.5,0,0,0,0,1343.895814
19,04:30-04:45,940.250016,30.57,-79.95,277.19,120.5,0,0,0,0,1288.560016
20,04:45-05:00,899.293723,30.57,-79.95,277.19,96.25,0,0,0,0,1223.353723
21,05:00-05:15,927.282576,30.57,-79.95,296.24,-47.56,0,0,0,0,1126.582576
22,05:15-05:30,976.407589,30.57,-79.95,296.24,41.68,0,0,0,0,1264.947589
23,05:30-05:45,1122.200723,30.57,-79.95,318.41,100.01,0,0,0,0,1491.240723
24,05:45-06:00,1355.899197,30.57,-79.95,344.91,115.29,0,0,0,0,1766.719197
25,06:00-06:15,1912.388909,30.57,-79.95,370.93,114.62,0,0,0,0,2348.558909
26,06:15-06:30,2546.291061,30.57,-79.95,370.93,111.34,0,0,0,0,2979.181061
27,06:30-06:45,2858.023427,30.57,209.49,370.93,111.24,0,0,0,0,3580.253427
28,06:45-07:00,2900.59955,30.57,209.49,370.93,103.22,0,0,0,0,3614.80955
29,07:00-07:15,2908.816351,30.57,209.49,370.63,11.78,0,0,0,0,3531.286351
30,07:15-07:30,2882.742147,30.57,209.49,369.46,64.19,0,0,0,0,3556.452147
31,07:30-07:45,2874.517587,30.57,209.49,335,58.85,0,0,0,0,3508.427587
32,07:45-08:00,2625.820773,30.57,209.49,301.55,53.64,0,0,0,0,3221.070773
33,08:00-08:15,2733.001853,30.57,209.49,264.95,28.75,0,0,0,0,3266.761853
34,08:15-08:30,2720.102268,30.57,209.49,246.79,28.75,0,0,0,0,3235.702268
35,08:30-08:45,2673.261758,30.57,209.49,218.46,28.75,0,0,0,0,3160.531758
36,08:45-09:00,2645.008386,30.57,209.49,190.53,28.75,0,0,0,0,3104.348386
37,09:00-09:15,2695.642329,30.57,209.49,156.93,28.75,0,0,0,0,3121.382329
38,09:15-09:30,2416.37033,30.57,209.49,133.44,28.75,0,0,0,0,2818.62033
39,09:30-09:45,2475.776897,30.57,209.49,107.07,28.75,0,0,0,0,2851.656897
40,09:45-10:00,2503.931323,30.57,209.49,80.42,28.75,0,0,0,0,2853.161323
41,10:00-10:15,2409.197777,30.57,209.49,55.3,28.75,0,0,0,0,2733.307777
