Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,2146.607015,44.99,-98.58,297.09,85.33,0,0,0,0,2475.437015
2,00:15-00:30,2082.329305,44.99,-98.58,297.09,85.33,0,0,0,0,2411.159305
3,00:30-00:45,2089.332492,44.99,-98.58,297.09,85.33,0,0,0,0,2418.162492
4,00:45-01:00,2083.3381,44.99,-98.58,297.09,85.33,0,0,0,0,2412.1681
5,01:00-01:15,2084.5122,44.99,-98.58,297.09,85.33,0,0,0,0,2413.3422
6,01:15-01:30,2092.726506,44.99,-98.58,297.09,85.33,0,0,0,0,2421.556506
7,01:30-01:45,2083.498745,44.99,-98.58,297.09,85.33,0,0,0,0,2412.328745
8,01:45-02:00,1890.349368,44.99,-98.58,297.09,85.33,0,0,0,0,2219.179368
9,02:00-02:15,1445.037304,44.99,-98.58,297.09,85.33,0,0,0,0,1773.867304
10,02:15-02:30,1184.411717,44.99,-98.58,297.09,85.33,0,0,0,0,1513.241717
11,02:30-02:45,1298.527938,44.99,-98.58,297.09,85.33,0,0,0,0,1627.357938
12,02:45-03:00,1491.577985,44.99,-98.58,297.09,85.33,0,0,0,0,1820.407985
13,03:00-03:15,1532.255605,44.99,-98.58,297.09,85.33,0,0,0,0,1861.085605
14,03:15-03:30,1879.443118,44.99,-98.58,297.09,85.33,0,0,0,0,2208.273118
15,03:30-03:45,1973.351659,44.99,-98.58,297.09,85.33,0,0,0,0,2302.181659
16,03:45-04:00,1497.889974,44.99,-98.58,297.09,85.33,0,0,0,0,1826.719974
17,04:00-04:15,1329.505233,44.99,-98.58,297.09,-86.65,0,0,0,0,1486.355233
18,04:15-04:30,1341.407122,44.99,-98.58,297.09,-89.88,0,0,0,0,1495.027122
19,04:30-04:45,1338.343865,44.99,-98.58,297.09,-75.69,0,0,0,0,1506.153865
20,04:45-05:00,1207.934633,44.99,-98.58,297.09,-14.97,0,0,0,0,1436.464633
21,05:00-05:15,1287.100954,44.99,-98.58,311.6,0.84,0,0,0,0,1545.950954
22,05:15-05:30,1971.455535,44.99,-98.58,311.6,-134.35,0,0,0,0,2095.115535
23,05:30-05:45,2304.316265,44.99,-98.58,323.69,-76.46,0,0,0,0,2497.956265
24,05:45-06:00,2518.725959,44.99,-98.58,350.28,-416.77,0,0,0,0,2398.645959
25,06:00-06:15,2663.538768,44.99,-98.58,376.88,-1020.5,0,0,0,0,1966.328768
26,06:15-06:30,2704.194231,44.99,-98.58,376.88,-698.16,0,0,0,0,2329.324231
27,06:30-06:45,2696.247524,44.99,191.34,376.88,-782.5,0,0,0,0,2526.957524
28,06:45-07:00,2668.432566,44.99,191.34,376.88,-624.92,0,0,0,0,2656.722566
29,07:00-07:15,2703.274822,44.99,191.34,376.47,-467.29,0,0,0,0,2848.784822
30,07:15-07:30,2665.882747,44.41,191.34,375.75,-359.68,0,0,0,0,2917.702747
31,07:30-07:45,2529.728721,43.08,191.34,343.15,-65.29,0,0,0,0,3042.008721
32,07:45-08:00,2387.229049,43.08,191.34,308.48,-41.49,0,0,0,0,2888.639049
33,08:00-08:15,2324.3506,43.08,191.34,281.27,-50.19,0,0,0,0,2789.8506
34,08:15-08:30,2290.803933,43.08,191.34,262.84,-50.19,0,0,0,0,2737.873933
35,08:30-08:45,2290.685752,43.08,191.34,223.94,-50.19,0,0,0,0,2698.855752
36,08:45-09:00,2259.935555,43.08,191.34,195.98,-50.19,0,0,0,0,2640.145555
37,09:00-09:15,2226.628623,43.08,191.34,167.44,-50.19,0,0,0,0,2578.298623
38,09:15-09:30,2183.088649,43.08,191.34,139.74,-50.19,0,0,0,0,2507.058649
39,09:30-09:45,2053.576266,43.08,191.34,111.05,-50.19,0,0,0,0,2348.856266
40,09:45-10:00,1480.033621,43.08,191.34,84.79,-50.19,0,0,0,0,1749.053621
41,10:00-10:15,2063.962523,44.99,191.34,60.41,0,0,0,0,0,2360.702523
42,10:15-10:30,2047.707731,44.99,191.34,38.63,0,0,0,0,0,2322.667731
43,10:30-10:45,2211.817996,44.99,191.34,18.61,0,0,0,0,0,2466.757996
44,10:45-11:00,2313.209239,44.99,191.34,0.71,0,0,0,0,0,2550.249239
45,11:00-11:15,2352.099858,44.99,-98.58,-14.12,0,0,0,0,0,2284.389858
46,11:15-11:30,2376.79982,44.99,-98.58,-30.03,115,0,0,0,0,2408.17982
47,11:30-11:45,2403.114552,44.99,-98.58,-42.4,461.94,0,0,0,0,2769.064552
48,11:45-12:00,2403.332085,44.99,-98.58,-53.77,416.52,0,0,0,0,2712.492085
49,12:00-12:15,2394.461385,44.99,-98.58,-64.72,282.19,0,0,0,0,2558.341385
50,12:15-12:30,2394.0262,44.99,-98.58,-73.09,407.82,0,0,0,0,2675.1662
51,12:30-12:45,2377.467772,44.99,-98.58,-76.89,494.8,0,0,0,0,2741.787772
52,12:45-13:00,2267.885734,44.99,-98.58,-78.34,572.11,0,0,0,0,2708.065734
53,13:00-13:15,2267.039742,44.99,-98.58,-77.9,613.87,0,0,0,0,2749.419742
54,13:15-13:30,2264.429224,44.99,-98.58,-73.26,544.37,0,0,0,0,2681.949224
55,13:30-13:45,2267.162949,44.99,-98.58,-69.21,574.13,0,0,0,0,2718.492949
56,13:45-14:00,2283.383187,44.99,-98.58,-60.33,359.89,0,0,0,0,2529.353187
57,14:00-14:15,2287.962181,44.99,-98.58,-51.37,557.03,0,0,0,0,2740.032181
58,14:15-14:30,2271.151597,44.99,-98.58,-38.57,507.75,0,0,0,0,2686.741597
59,14:30-14:45,2271.151597,44.99,-98.58,-22.41,575.39,0,0,0,0,2770.541597
60,14:45-15:00,2287.428575,43.18,-98.58,-5.39,642.84,0,0,0,0,2869.478575
61,15:00-15:15,2287.210982,44.6,-98.58,14.35,603.42,0,0,0,0,2851.000982
62,15:15-15:30,2299.874239,44.99,-98.58,35.71,679.38,0,0,0,0,2961.374239
63,15:30-15:45,2327.357817,44.99,-98.58,60.29,579,0,0,0,0,2913.057817
64,15:45-16:00,2343.634796,44.14,-98.58,86.17,729.63,0,0,0,0,3104.994796
65,16:00-16:15,2383.269988,44.99,-98.58,113.8,745,0,0,0,0,3188.479988
