Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,1191.132089,44.9,-79.82,296.24,90.88,0,0,0,0,1543.332089
2,00:15-00:30,1199.735817,44.9,-82.29,296.24,90.88,0,0,0,0,1549.465817
3,00:30-00:45,1269.962585,44.9,-87.13,296.24,90.88,0,0,0,0,1614.852585
4,00:45-01:00,1138.673227,44.9,-91.97,296.24,90.88,0,0,0,0,1478.723227
5,01:00-01:15,994.641499,44.9,-96.81,296.24,90.88,0,0,0,0,1329.851499
6,01:15-01:30,1095.107297,44.9,-100.2,296.24,90.88,0,0,0,0,1426.927297
7,01:30-01:45,1182.982548,44.9,-100.2,296.24,90.88,0,0,0,0,1514.802548
8,01:45-02:00,1278.819286,44.9,-100.2,296.24,90.88,0,0,0,0,1610.639286
9,02:00-02:15,1280.998577,44.9,-100.2,296.24,90.88,0,0,0,0,1612.818577
10,02:15-02:30,1269.035416,44.9,-100.2,296.24,90.88,0,0,0,0,1600.855416
11,02:30-02:45,987.251104,44.9,-100.2,296.24,90.88,0,0,0,0,1319.071104
12,02:45-03:00,710.105278,44.9,-100.2,296.24,90.88,0,0,0,0,1041.925278
13,03:00-03:15,679.407608,44.9,-100.2,296.24,90.88,0,0,0,0,1011.227608
14,03:15-03:30,675.314304,44.9,-100.2,296.24,90.88,0,0,0,0,1007.134304
15,03:30-03:45,681.448337,44.9,-100.2,296.24,90.88,0,0,0,0,1013.268337
16,03:45-04:00,680.964571,44.84,-100.2,296.24,90.88,0,0,0,0,1012.724571
17,04:00-04:15,665.116311,44.53,-100.2,296.24,90.88,0,0,0,0,996.566311
18,04:15-04:30,664.790997,44.24,-100.2,296.24,90.88,0,0,0,0,995.950997
19,04:30-04:45,666.805487,43.92,-100.2,296.24,91.08,0,0,0,0,997.845487
20,04:45-05:00,593.752325,43.6,-100.2,296.24,91.08,0,0,0,0,924.472325
21,05:00-05:15,587.822303,43.25,-100.2,296.24,-360.37,0,0,0,0,466.742303
22,05:15-05:30,682.624044,42.92,-100.2,296.24,-155.43,0,0,0,0,766.154044
23,05:30-05:45,1399.761259,42.58,-100.2,322.75,-20.91,0,0,0,0,1643.981259
