Time Block,Time Desc,ISGS,MTOA,STOA,LTA,IEX,PXI,URS,RRAS,SCED,Net Total
1,00:00-00:15,1102.731885,43.53,-98.59,153.78,106.9,0,0,0,0,1308.351885
2,00:15-00:30,1123.797761,43.56,-98.59,153.78,106.8,0,0,0,0,1329.347761
3,00:30-00:45,1124.15793,42.99,-98.59,153.78,106.13,0,0,0,0,1328.46793
4,00:45-01:00,937.815498,43.64,-98.59,153.78,106.42,0,0,0,0,1143.065498
5,01:00-01:15,752.101896,43.73,-98.59,153.78,107,0,0,0,0,958.021896
6,01:15-01:30,776.51493,43.95,-98.59,153.78,109.03,0,0,0,0,984.68493
7,01:30-01:45,821.600524,44.26,-98.59,153.78,109.42,0,0,0,0,1030.470524
8,01:45-02:00,821.382143,44.48,-98.59,153.78,111.74,0,0,0,0,1032.792143
9,02:00-02:15,868.88671,43.19,-98.59,153.78,111.84,0,0,0,0,1079.10671
10,02:15-02:30,696.984144,44.47,-98.59,153.78,114.26,0,0,0,0,910.904144
11,02:30-02:45,700.024885,45.07,-98.59,153.78,115.23,0,0,0,0,915.514885
12,02:45-03:00,732.114492,45.07,-98.59,153.78,115.32,0,0,0,0,947.694492
13,03:00-03:15,752.549605,45.07,-98.59,153.78,115.62,0,0,0,0,968.429605
14,03:15-03:30,719.423581,45.07,-98.59,153.78,115.32,0,0,0,0,935.003581
15,03:30-03:45,717.919031,45.07,-98.59,153.78,115.32,0,0,0,0,933.499031
16,03:45-04:00,711.766686,45.07,-98.59,153.78,115.32,0,0,0,0,927.346686
17,04:00-04:15,677.203114,41.65,-98.59,153.78,115.52,0,0,0,0,889.563114
18,04:15-04:30,658.479154,42.02,-98.59,153.78,115.52,0,0,0,0,871.209154
19,04:30-04:45,605.997612,45.07,-98.59,153.78,115.03,0,0,0,0,821.287612
20,04:45-05:00,698.980694,42.77,-98.59,153.78,114.55,0,0,0,0,911.490694
21,05:00-05:15,705.952705,45.07,-98.59,201.53,-105.42,0,0,0,0,748.542705
22,05:15-05:30,668.736002,45.07,-98.59,266.77,100.21,0,0,0,0,982.196002
23,05:30-05:45,754.536578,45.07,-98.59,276,109.71,0,0,0,0,1086.726578
24,05:45-06:00,891.817781,44.78,-98.59,302.68,106.71,0,0,0,0,1247.397781
25,06:00-06:15,1037.75002,45.07,-98.59,377.15,72.93,0,0,0,0,1434.31002
26,06:15-06:30,1895.58196,39.17,-98.59,377.15,78.72,0,0,0,0,2292.03196
27,06:30-06:45,2543.413541,41.81,-98.59,377.15,-211.02,0,0,0,0,2652.763541
28,06:45-07:00,1926.971907,39.5,-98.59,377.15,-55.55,0,0,0,0,2189.481907
